Bidwesh_Original,sylhety,Sylhaty_Romanize,Label,Annotator,Status,,,
,,tui magi er lagi tui kante farbe madar chudor dol  tumrar kita shorom bolte kicchu nai ni madarchudor dol ,1,,,,,
,,tui abar ota boga kowa lage ni re defli ,1,,,,,
,,Gadha eta bujha jar gemini,1,,,,,
,,7 ta kola ekloge kila kita be magi ,1,,,,,
,,kita re chikni tumar kandat kuttain bowail kne ,1,,,,,
,,Tukai furi oile ola ou,1,,,,,
,,dur heta marauni AI marauni ,1,,,,,
,,juta nai ni be heti ogure maro juta diya..,1,,,,,
,,Tor mar shawwar magir puri,1,,,,,
,,tor kala hetat naga laganir dorkar asil kanki ,1,,,,,
,,Dur kanki mage noti bessamage cutmrwni moroc na kenebe sorom takle morija ame tora judi paitam ta dakle ne mage,1,,,,,
,,chutmarani magire doria police or kase nia chudokka ,1,,,,,
,,tumar dudh chushmu ami tumar dudh j boro muta ,1,,,,,
,,furi igur mat kotar dhoronu kila bostir lakan ,1,,,,,
,,Ita gulam okoltor Bari O moulovibazar Cinta Kora jai ni ,1,,,,,
,,Boga Amar e kobic or baicca egur video kali sabne ay,1,,,,,
,,Ogur muko goda harai dew,1,,,,,
,,ita re boin nortoki betir fua abadir fuain ,1,,,,,
,,"Rong dong koria jodi go mai abar eta achudami  video banaibe tor id r Facebook o takto nay kunu ta...sokale bikale ratre,gumanir agey,gumanir pore kali tor video newsfeed ay",1,,,,,
,,manush j shomoy sudawrit porinoto oy e shomoy oula voice r face reaction oy ,1,,,,,
,,tor pund dulani deka amare ,1,,,,,
,,j pund pakna bogar furi tumi ,1,,,,,
,,Islam jebla mano te Facebook  o aia muk dekaia chikaia mato kene,1,,,,,
,,Tor muko rego Islamic motivate kita r koitam,1,,,,,
,,tumare kun hala asuday bia korse tumare dekle amar bomi bomi kore ,1,,,,,
,,Tui amar fel dur hetir heti,1,,,,,
,,Amar mono oy na tore Kunu Vala goror fuyay biya korbo tor lakan Capri cara are kita oibo,1,,,,,
,,tumare kita huga mara shesh oigese ni na ekono baki ase ,1,,,,,
,,na re  bo tai oilo akta kanky magi silan sutmarawni ,1,,,,,
,,sawwa mawwa sirilaibo dekio pore silla silli koris na ,1,,,,,
,,"akn bujsi Alhamdulillah done or motlob buji owta aslo,ow magir log dorsay ni",1,,,,,
,,Tor jamair tuta go mai dekchi tor jamaio tor lakan baro bhatari ,1,,,,,
,,Aynar maje age nijor chehara dek Bron a Bora makeup Sara ayy kutta Saiya dekto na sinal magi ,1,,,,,
,,bura betar fel ikta chuite moja lage ni,1,,,,,
,,Tor bafe tore cude ni be maileneuri ,1,,,,,
,,tui akta asta magi,1,,,,,
,,Botoi kita kechma ni koilay na,1,,,,,
,,Ai magi kunudin vala hoito nay tai koto suda kailo koto gur tai buli gese,1,,,,,
,,dud gun kila te tura kawaibay ni go dekte to j muta lager ,1,,,,,
,,srimongolor goru sagol hokkolti mori gesoin na kita e magi re thamain na kne goru sagol hokhle ,1,,,,,
,,tor budat bura beta sara keu chudto na ,1,,,,,
,,tore chudle rosh milto nay tor shoriro rosh nai ,1,,,,,
,,tut dukan murgir futkir lakan ,1,,,,,
,,tumar buda ase ni amar to mono oy tumi hijra ,1,,,,,
,,halir goror hali foroj nai sunnot jeta janos na ita loia matis na ,1,,,,,
,,Kalik re kene re asuda tui condom lagai le naa..jode lagai te taile e bepodo manush poroin naa,1,,,,,
,,dator fail guria rak heti,1,,,,,
,,iphone tor heda muka duka,1,,,,,
,,behaya okhlor loge arek behatar agomon,1,,,,,
,,din din tumra aro noshto oiray kobis okhol,1,,,,,
,,chutmarani dat brush kore na kunodin,1,,,,,
,,kalik kuttar poribar gorur goru fatar fata,1,,,,,
,,african goru dia tumatanre sudaibar kam magir goror magi okhol,1,,,,,
,,ami dilam one daot ami tumare suditam na erlagi daot disi na,1,,,,,
,,dekia to lager ekta saulor bosta botli,1,,,,,
,,tui r fayjama findia kita korte tumrar haya shorom kunta ase ni be lemta atileo kicchu nay,1,,,,,
,,hashi dekle jane koy mukedi teng haraiditam,1,,,,,
,,haraide camera mukedi hetir goror heti,1,,,,,
,,"Oto rejil poribar re suna ekta vla comment nai tar pore o muk ekan melai melai video kore ma puri bap a
Itar gram o kunu punga dunga nai ni be Daily ogur tino itay na kne",1,,,,,
,,kobisor furiye pan kaite kaite dat kala chikchika banailise,1,,,,,
,,punga dunga pagolor pagol okhol,1,,,,,
,,kota tumar hetar maje hamaigese,1,,,,,
,,tai souke kom deke igu buji aam igu kalik bair bici,1,,,,,
,,kotay pundo loia dise erlagi pundedi rosh baia porer,1,,,,,
,,Betire amr besi bicri lage.aro otto manus ase video banay beti egu e ela kne,1,,,,,
,,dekh erail pundir hallot,1,,,,,
,,bal banaiso ni goru suda beti,1,,,,,
,,kotay bujse tumi sinal,1,,,,,
,,ma furi tinogge fet lagaiso fet oise kao...o magir furin manshore fundor sample dekaio be aro view faibay chi,1,,,,,
,,haat dia shar banaiso nigo bura sinal tor bura shoytan igu koi,1,,,,,
,,o demi demi go demir goror demi oy shobe jatka kain tara ilish kawar towfik nai,1,,,,,
,,tumiu heta bori ilish kao,1,,,,,
,,"O, sudawrer fure mattay farray na ne keta London take aiso ne, Hwkranner fure ,fara mares na. Mager fure tui.",1,,,,,
,,original ilish tor mar sawwat faite ni jibonor poyla kaire mono oy,1,,,,,
,,kailao kaia motki viral korle aro boro boro jatka kaibay,1,,,,,
,,tor mar hetat judi ilish mas chash kora jaito,1,,,,,
,,O mai tore R kila galiyaile kush oibe ko go sinal,1,,,,,
,,"12 sho takay tor k dibo Elish mas..noti kanor bab dekray nii....",1,,,,,
,,dur bandir furi kaia morija ino nasis na,1,,,,,
,,tumrar kaia kuno kam nai morkir bola,1,,,,,
,,abashik hotel o ekn r income oy na video koria kao magin,1,,,,,
,,Taire dekiya lager beti marka beta  Allahy janoin sunar chan kar kopalo ache,1,,,,,
,,kitar lagi sinale birin Koray,1,,,,,
,,Murani Dakiyau bavsi kun magi,1,,,,,
,,juta loia dito bari magir budat murani barkorilito,1,,,,,
,,Egu fagol na chagol allah malum...dekhteu motherchud lager,1,,,,,
,,ita gan kar bogay hune fata bashor lakan gola ekan,1,,,,,
,,motkir motki ita balor gan kare hunas firagai kunanor,1,,,,,
,,dur bal ita bogar video dekia abar mb loss,1,,,,,
,,te tumi kun bal ta jano foga kunanor,1,,,,,
,,igu kigu be ajajilor lakan sillar e baro bazarir gor duar nai ni,1,,,,,
,,beta mainkar chipat porsoin hala luccha re doria dilao koyta,1,,,,,
,,maileneura okhol sillanir surot ta deko,1,,,,,
,,"Na go boin bason manji na, ebo faknami Korram, ekono boss lady huruta muruta nay  aro amar class o j abal asuda captain asil ogge hunchi bia koria bason manjer",1,,,,,
,,Oy go boin eta goru sagol hokhlor jalai jan ta sesh asel,1,,,,,
,,Ar mono oito taintain bisso sundori naika hokol dekte botli hokir lagto magi iguntore ekon jamai kilan paison awkanta jikaorego afa,1,,,,,
,,itay ekon bal palaira,1,,,,,
,,Mone oiche be e sikauri maileneuri iguntore doria badam dilamna kne amra hishomoy,1,,,,,
,,Shob video deki Pooki asoin tmr loge.. Relation o dukigeso ni duioh jon.. Bab shab beshi bala naii be tor magir fua,1,,,,,
,,Deki goru to loge ase taile abar kne loitay,1,,,,,
,,Tuma tanre olan sundor lager ni foga gai lager halar hala luccha,1,,,,,
,,bf gf owto akn sylhet borigse ota blogger tukai okolte,1,,,,,
,,eta half ladies fuain tore rastat falaia badam dewa drkr,1,,,,,
,,dur halar halain ita video banani taki tumrar mar fundedi nia haraideo gorur goruin,1,,,,,
,,Furi egu chpri  be dekiau lager ,1,,,,,
,,turar jonmor thik ace ni be pothe gate mone oy jonmo niso magiir baicchain magi r luccha asuda,1,,,,,
,,laal dekiye kor tainor pink clr or deka lagbo,1,,,,,
,,Uposhohor jaga ekan posailar ita asuda marka blogger r tiktoker hokle,1,,,,,
,,pink clr goru faite na re bai tor kandar laal clr deki magi ogure loia barit ja gi,1,,,,,
,,"taire Qurbani dila tai re toh dekteh gair lakan lager",1,,,,,
,,nije gai oia goru tukay,1,,,,,
,,gai to logeu ase neugi barit qurbani na dia duiojone punda pundi korilibay,1,,,,,
,,shirt or butam kula dekia cinlam kuno ek bostir fua fura tukai lager,1,,,,,
,,Adilkila tukai agu baroise....mator tal dek,1,,,,,
,,Big fan Sylheti new chilan akhon,1,,,,,
,,oi furi e foga igu bura beta be fore nu fashijibe,1,,,,,
,,Bogar pem re,1,,,,,
,,tor hala ogu na ni asudi,1,,,,,
,,oi magir puri koi be tui,1,,,,,
,,Age pant pin halar hla...,1,,,,,
,,Falaiya badam de,1,,,,,
,,Tume akta abadi tumar behaviour chapri marka ,1,,,,,
,,Asodar puay poila paise tho matay kam korer na ,1,,,,,
,,Kita be hala tor Aij Kita oise ,1,,,,,
,,Hayre buri magi..sikia raklam future o kamo lagbo,1,,,,,
,,Puay agiya baap re support dise ,1,,,,,
,,Hala jibone r churi korto nay,1,,,,,
,,Haga loia vdo banaileu million o jaibo giya be abal,1,,,,,
,,dhuru halar fua,1,,,,,
,,Pose mar halar hala loris na ,1,,,,,
,,hala Fogaaaaa,1,,,,,
,,Pose mar loris naa... Kegge futkibay kiccu dukaiya rakhse na kita.. ,1,,,,,
,,"suja oiia mattay paro na ni,mirki bemari ni?",1,,,,,
,,Kene te eta e bal sal korar dokar kita,1,,,,,
,,hayre gulam fua maimal,1,,,,,
,,Mura huroin di bari dew  segaiya matto kene.,1,,,,,
,,Gorusuda re furintor tuto naga lagaite r fuaintor futki bay angul haraite ni ,1,,,,,
,,Tumi hetar lakan mato kene te sundor kori matta farona,1,,,,,
,,Tmi bogar lakan profile pic lagaisoni,1,,,,,
,,Tui tho makal be fura,1,,,,,
,,Putki bay haraidimu ,1,,,,,
,,Fuaintor belay putki mukay kene haraiditay miya asuda,1,,,,,
,,Itor re bhai ,1,,,,,
,,Hala magir fuya ,1,,,,,
,,Sudawrir fua Raag korsi na ,1,,,,,
,,ita sintay na go mai tumi nu abadi boitol,1,,,,,
,,Ei tor Hathkhora dekhi hijlo na ita kijati bogar randa randisos,1,,,,,
,,duro miya ami ita kori na ita asudami mat mato kne,1,,,,,
,,Duru ba ita besi oigelo nani ilan to kunu Fail marka furiye o korto nay tumi gorusuday ita korlay kila,1,,,,,
,,Andu mat ita koroin jetainte uttor janoin na abal garia  ou design diya khata boroin itay,1,,,,,
,,amon pan khaile tut lal oilo na halar hala,1,,,,,
,,"halay chun nu kay na ow lal oise na",1,,,,,
,,te tumi henga Kori lau,1,,,,,
,,Mailenewra kigu be igu ogu re hujur taki batil koro,1,,,,,
,,Rujat lagai dey na kne biya asuda,1,,,,,
,,Restaurant o niya khawailaimu ne lukaia . Mukh bondo rak Biar mat matis na halar hala bal,1,,,,,
,,Sara betintor reply dilay. Betaintor temon nai tore j asuda luccha koi emne koi ni,1,,,,,
,,Ore moulobibazari foga...,1,,,,,
,,Bostir Makeup kom oigese gu kotokan dilay na kne loge,1,,,,,
,,ferotor goror ferot tore shamne faile juta dia bariailam ne,1,,,,,
,,Kitha beTi bal thore abar kun hetay kitha korlo,1,,,,,
,,shadhin jehetu lemta oija,1,,,,,
,,Akon kita police re biya korray ni tumi o je tamsha korray go magi,1,,,,,
,,foga tik ase ni deko police or maje,1,,,,,
,,dur notir furi mora khashi,1,,,,,
,,Te jaw gi betay to vala kota koice te tumar arani kne aito magir magi natok dekao,1,,,,,
,,dur beti pagol or suk mone mone,1,,,,,
,,tor komor ila kne be magi j mura dire vab loia komor nu bangi jaibo,1,,,,,
,,o mai go igu beta na beti be j mastanor lakan ar,1,,,,,
,,Je keja dilaygo sinal bondor gesegi komor,1,,,,,
,,Egu a dekhi betain tor lakhan bab marer hijra nah kitaa,1,,,,,
,,o futki marani maileneuri tera beka ita kijat hata,1,,,,,
,,igge e asudar lakan haate kne,1,,,,,
,,dendikur lager,1,,,,,
,,dud dekanir kita ase r murai murai haatray kne kombolo shomossha ni,1,,,,,
,,Fundo ki current tair deko,1,,,,,
,,Ji oy appi acla koekjon inter ses oar agei kew kewr biya oigece...ekota acla basi neka r sikauri,1,,,,,
,,ita sinal itar jamai kala kala oiba,1,,,,,
,,ohh accah next thaki afne try kroin jno amr try krar Shok nai...magi amare shikanit aise,1,,,,,
,,"tor maar chuda chudi video des",1,,,,,
,,tui judi kunoshomoy amar shamne aas tor maar dud muke dia bar kormu.,1,,,,,
,,"tor maar akta video bania online des,mother chud.",1,,,,,
,,tain jeno jain ono apne thakoin bepar kitah be hala??,1,,,,,
,,"Contract koriw awa oyh,,vdo kora oito kori  koydin bade deka jaibo husband Wife,, itish pitish choler halar baro bhatari bazari",1,,,,,
,, tumare eno ke kor mattay unga sinal marauni,1,,,,,
,,sinal ageo asla notun nay,1,,,,,
,,Buk or gutam lagani jay nani bah. Kita je koitam Tumare nijore kicu surokka rakio ar sorom lojja o rakio chuk o asudar fua ma bafe kicchu shikaison nani,1,,,,,
,,smart dekanit gia...khet marka lagar je bepartaa,1,,,,,
,,tumi deki ba betin tor maj khano. Mehedi dewat geslay na kita oo ami to bhuligesi tumi to abar beti muki beta hijra,1,,,,,
,,dur hlar halain ita amar bogar question salarput,1,,,,,
,,ek fua furintor majkano hamaniye baki fuaintor bogat agun lagigese...,1,,,,,
,,halar bari koi kita koibay koi taki basia aise ,1,,,,,
,,bondor ek dukanor kormochari asil bala asil ita bad dia noshto furintore loia noshtami suru korse abadi halay,1,,,,,
,,Maigo ekan uk nay je kaj or chap or karone giya mehedi dewa lage..sylhet or goro goro eta expert artist asoin tanor smart giri dekaira sikauriye ita koia,1,,,,,
,,hala luiccha fua betintor majkano giya hamaia boi takse,1,,,,,
,,hetir hetire disting disting lager mendi makaira hetiye,1,,,,,
,,ota bad dia kam kaj kor hala abal,1,,,,,
,,"Oba e hijabi bazari magi igu tumar kicchu na kita ba? tan re prank call ou video t dekhlam, aaij aabar ou video t",1,,,,,
,,oi amar hala boga tumar kaia daia kam nai ni,1,,,,,
,,tumar hala igu bodmaish ba,1,,,,,
,,luiccha halar fua igu bodmaishi korer pothe ghate baroia rastar furin loia naser,1,,,,,
,,"hala gariya bala oi to na",1,,,,,
,,"E bodmas purin jeno onoo zay giya",1,,,,,
,,kita ba makal kali furin loia video kortay ni tumar videot fuain ay na deki,1,,,,,
,,ibay geleu ota futangir furintor biring dekle mijaj karap oijay,1,,,,,
,,ajibon deklam amrar ma boin gusti garay gor ekjon arekjonre lagaia der r ekon beshi smart oita kori manush dekaita kori otat aia mendi lagani lage funga maranir jat okhol,1,,,,,
,,E ek puri sob jagat kitha ba. Mask ala magi,1,,,,,
,,Shart ar butam ar kula jay na nih asuda kanor,1,,,,,
,,tui o tura mendi makle na kne tor felor maje asuda tore beautiful laglo one,1,,,,,
,,garia mahram hokhlor loge matle mukor bitredi hamaia mata lage ni ,1,,,,,
,,o beta fata bukor satar bondo koro te,1,,,,,
,,sawwa hokhlor mator style a lager taintain ekjora beshi smart,1,,,,,
,,"Ow jetar Video korse,,,sob tin te tar loge contract kori ain  je magin ita ",1,,,,,
,,dekte ektu smart oile jesa bal sal korleo sundor lage nayni,1,,,,,
,,Ow furi Sundor ase biya korlamne Amar lal passport asil but ekanor sob furin nosto oibo barobatari,1,,,,,
,,Tar r kuno Kaiya kam nai furin loiya video kore hala hijra beta,1,,,,,
,,"tui hala r 2nd puri ogu 2ta hijra tmra,ponditor baiccain nijore besi smart think koroni",1,,,,,
,,hayre bangali promote korar lagi r kuno system faiso na promote korte oile magi furi ota lageu ,1,,,,,
,,sairo bay kali bal sal news R video Ay Bal Facebook Delete dilaimu Sinta korsi offline oyjaimu etha dekiya Bal time waste,1,,,,,
,,"turar jonmo thik ace ni magir fua furin",1,,,,,
,,betainte koto koshto kori ruji korra desh bidesh giya r tara sinala giri korar lagi ek number,1,,,,,
,,oyy ita ekta furin asoin bidesho aia live o matoin mone chay boga okta haraidei,1,,,,,
,,magi beti r magr fua abadir abadi okhol,1,,,,,
,,Tore vai ami jeno faimu Ono marmu Kaia kam nai lewra beta tui,1,,,,,
,,ou fuare jutadi mar gorur baiccha igu asuda,1,,,,,
,,luicchar baccah tui furin tor etat kne jaire ai magir fua tor ota bogar video off kor,1,,,,,
,,eno kijat mile ba deshi magi na hota,1,,,,,
,,arafar rait sawwat mendi dira,1,,,,,
,,pundapundi or pundapundi mendi makra ita halir goror halin,1,,,,,
,,noya bal aisoin market o ,1,,,,,
,,tumi tain bou or loge boiya chana chulao hala gariain,1,,,,,
,,maugar mauga ki lecture de amare ,1,,,,,
,,shobe miliya ogu re bujao. Tar lakhan shob bekar nay khali baroi jao baroi jao kore bal sudauri igge,1,,,,,
,,halay sorom dilo,1,,,,,
,,dek kala patay kita koy tore,1,,,,,
,,na tumar lakan bauta failay ni rastay rastay bauta cokkor ditam boia boia kairam ami,1,,,,,
,,e bura gai igu digra siria baroilo kila,1,,,,,
,,Tor sawwar maje moris lagaya delaimu gulam or purin kobis or kobis okol,1,,,,,
,,Kub noti furi oibai go tumi,1,,,,,
,,afa deki kutaia matoin afne kita bolod colod ni,1,,,,,
,,Ai toi bala oite ny ni sudawrir fure Tore korte moja lagto ny toi bet beta bal koira dekce ami,1,,,,,
,,Tumare je biya korbo egur jibon ses go magi,1,,,,,
,,Tore jodi faria moris lagaiya dewa jaito Silan te tik oile ne si si si ela kobis furi jibone ow deksi na,1,,,,,
,,Ogo buai nortoki magi tumar hori duniat nai ne hori boglo toiya e lakan math kila shombob na raaagg korlay,1,,,,,
,,nijor koilja katia randia dileo hala madariye koibo lobon kom oise,1,,,,,
,,tumrar jibone keure gift dislay ni hokiror hokir okhol ,1,,,,,
,,tui nijore kita mono koros jane koy kali fosa juta dia muko marto ,1,,,,,
,,tore ekbar chudle r chudto chay na tor taki bule tor mare chudte beshi moja ,1,,,,,
,,afnare chudle amar bogatar bala oilo one ,1,,,,,
,,relation to duror kota keu friendship o korto cay na karon tui Lucca magi ,1,,,,,
,,tui beiman tor kuno mat nai beimanor suda ,1,,,,,
,,ami bal dakmu tore ja hor in taki sinalor sinal ,1,,,,,
,,kuttar baiccha dakle aibay ni go sinal ,1,,,,,
,,aison amar bogar Brazil supporter bal siria ato anilimu ,1,,,,,
,,dui hotin ekloge dui dol supporter sawwa maraunir aise amar ,1,,,,,
,,goru suday bujbo nani tar qurbani oibo nani,1,,,,,
,,thaba mari dat falai de balor baiccah sudawrir fuar,1,,,,,
,,kisu garia hokle to ikan bujoin na re bai,1,,,,,
,,ji oy afne moulovibazari r manshe ador koria foga dakoin...fogar foga kunanor,1,,,,,
,,e ganjakuror baicchay kita mate ita bolod asta ekta,1,,,,,
,,ikan bastob halainte ota koroin,1,,,,,
,,e hala igun bondu namor kolonko madar chud shobti,1,,,,,
,,ou turar karbar ota amar loge koro garia okol,1,,,,,
,,igu sesor hokir tk nai abar line mare,1,,,,,
,,baba tumar bogat ami salam dei e mair bangaito k hala ,1,,,,,
,,Haha Haha hehehe baybator baybat miss called tik achil ekon tu direct call dibo,1,,,,,
,,uftar ufta duiota ufta,1,,,,,
,,tin jonor maje kun asuda bolod okanuto bujlam na,1,,,,,
,,hala bolode koito nani amar furire miss call o dis na call o dis na,1,,,,,
,,"Onno mat matte paroni oshikkito garial anondo paitay,,,,,",1,,,,,
,,sorilo touch kori deka goru suda luccha,1,,,,,
,,Heta maranir puyar mat huno,1,,,,,
,,bhute maria ferotor hawla korse ni tumar buda ikan jeno dekairay melaia,1,,,,,
,,"3500 tk 1 dine,, teka kita bolodor futkibay baroy ni ba oto tk dam",1,,,,,
,,igur j goga r tuta kan la haola goro bhabi hokhol takle ein tanor kam tamam korilaibo igge,1,,,,,
,,igu kar bal kalke taki balor video dekte dekte rag uter,1,,,,,
,,igur botoi futseni betain igure bia korailairay,1,,,,,
,,Buja jar gf e bf or loge aste aste mater golar awaj baror na heta maraonir fuar,1,,,,,
,,tore Tegra bzr tuli lai na kita dam besi milbo  halar hala garia,1,,,,,
,,Gainja kur or lakan voice kne be tor ,1,,,,,
,,Genji igu kita findisos be asuda buk ikan furintore dekaire ni,1,,,,,
,,Tumi bow re baba besi bujdar Tumi bal paknami korio na ino borotar maje,1,,,,,
,,Tui alvert asuda,1,,,,,
,,"Prottek class o ola agu val pakna asil",1,,,,,
,,Fukhra aam khaiya hatar hiksi ota asudami mat hunle mijaj gorom oijay,1,,,,,
,,ganjutti  sudawrir fuain,1,,,,,
,,Etha akta mone hoyna original sylheti sob tin abadi,1,,,,,
,,Jar usilai Muslim oilai tanre loiya haha diray re janoar or dol🛑,1,,,,,
,,Vondami lagtheche,1,,,,,
,,asudu Gariyan Oguntor Hal Deko,1,,,,,
,,Vondor Baccain,1,,,,,
,,Islam Xhowdhury bondu ay,1,,,,,
,,Rate suru hobe gajar asor,1,,,,,
,,"Hala baba kur hokol...bura katash,,,😂fawll",1,,,,,
,,Vondo hokol,1,,,,,
,,Bondoin halain😁🤣🤣,1,,,,,
,,"Fazlami kom kor, nahole ekdin nijey embarrass oiya jabi.",1,,,,,
,,Tor laiga amar pura din ta noshto oiya gelo!,1,,,,,
,,"Taen fura shuddo bangla matea , koira bangla matta faroin na ! Hahaha sagol kunanor",1,,,,,
,,Abadi lager apnare,1,,,,,
,,E abadi furi ailo koi taki 😂😂😂,1,,,,,
,,Fuya lager Sylhet  tobe furi lager abadi..,1,,,,,
,,Comment o jetay gail dira otare di palaitam sagol mc okol,1,,,,,
,,Abadi hotaw Sylhet bachaw,1,,,,,
,,Sob sintai kari nesha kur sobtin abadi,1,,,,,
,,Bogar bisar korvo,1,,,,,
,,Rape or asami o jamin pailai halar bangladesh re afsus amrar desh ta kobe j tik oibo,1,,,,,
,,Ei bandir baccare  muktadir re ikhano ke niche,1,,,,,
,,taka ke der ogure doro ogu ashol dushi lager taka diya sar loilito hetr goror heta,1,,,,,
,,Bengali Abadi Refugee kedaw Sylhet Bachaw,1,,,,,
,,mari laise re magiye ,1,,,,,
,,jao chuda low tumar j ling lingi dekram jar ghor o jaibay beshi din takbay kori bujram na ,1,,,,,
,,tumar kopalo baga sara r kita oibo...oo tumi to bagri ,1,,,,,
,,Kun akam korle re sinal,1,,,,,
,,henga boisos kaibe ne hetat sesa ,1,,,,,
